"DATA","DESCRIZIONE","COSTO","TIPO SPESA","FORNITORE","CATEGORIA","DESTINAZIONE","METODO PAGAMENTO","PAGATO","AZIONI"
"05/06/2025","FATTURA 189 (BIGLIETTI DA VISITA RAGAZZI)","392,00 €","Variabili","az-color","Grafica","Azienda","Bonifico","","   "
"05/06/2025","FATTURA 8 (CONSULENZA SOCIAL MAGGIO 2025)","366,08 €","Variabili","Rey Martina","Marketing","Azienda","Bonifico","","   "
"05/06/2025","PULIZIE UFFICIO","10,00 €","Variabili","Susanna Signori","Ufficio","Azienda","Contante Extra","","   "
"06/06/2025","FATTURA 389/001 (COMMISSIONI SU PRENOTAZIONI MAGGIO 2025)","46,15 €","Variabili","Holidoit srl","Provvigioni","Azienda","Bonifico","","   "
"06/06/2025","FATTURA 2025/01735/1368 (GASOLIO)","791,29 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"06/06/2025","FATTURA YFGPPY5QWQEM3P1","17,83 €","Variabili","Stripe Payments Europe","Sito","Azienda","Bonifico","","   "
"07/06/2025","FATTURA V2-261236 (RATA 1 DI 29 CANONE LEASING APPLE TABLET IPAD AIR M3 PER I DUE LUNGOLAGO)","296,23 €","Fissi","Banca Ifis APPLE","Gestione","Azienda","Bonifico","","   "
"07/06/2025","FATTURA V2-261235 (RATA 14 DI 29 CANONE LEASING APPLE LAPTOP MACBOOK AIR MARCELLO)","59,38 €","Fissi","Banca Ifis APPLE","Gestione","Azienda","Bonifico","","   "
"09/06/2025","FATTURA 642 (GASOLIO)","1.211,22 €","Fissi","Garda Garage di Valentini Giuseppe e C. snc","Gasolio","Azienda","Carta di credito/prepagata","","   "
"09/06/2025","FATTURA 2025/01735/1382 (GASOLIO)","312,42 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"09/06/2025","FATTURA 3806/V (CONTRATTO ANNUALE DI ASSISTENZA REGISTRATORE LUNGOLAGO SIRMIONE DAL 01/07/25 AL 30/06/26)","130,00 €","Fissi","S.C. sistemi di cassa","Gestione","Azienda","Bonifico","","   "
"09/06/2025","FATTURA 2025/01735/1390 (GASOLIO)","891,80 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"09/06/2025","FATTURA MC11095711","123,69 €","Fissi","Mailchimp","Pubblicità","Azienda","Bonifico","","   "
"10/06/2025","SECONDA RATA AFFITTO LIBERA","5.000,00 €","Fissi","Nicolò","Gestione","Libera","Bonifico","","   "
"10/06/2025","FATTURA 2025/01735/1399 (GASOLIO)","909,97 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"10/06/2025","NOTA DI CREDITO VE0001610 A STORNO PARZIALE DELLA FT. RELATIVA AI BERMUDA PER IMPORTO ERRATO","78,20 €","Variabili","Santi eugenio spa","Gestione","Azienda","Bonifico","","   "
"10/06/2025","FATTURA 10607-2025-FE (COMMISSIONI SU PRENOTAZIONI MAGGIO 2025)","171,00 €","Variabili","Outlane srl","Provvigioni","Azienda","Bonifico","","   "
"10/06/2025","AFFITTO APPARTAMENTO MARCELLO GIUGNO 2025","500,00 €","Fissi","Marcello Bertoldi","Gestione","Azienda","Bonifico","","   "
"11/06/2025","FATTURA 1141 (25 CASSE DI NATURALE, 15 CASSE DI FRIZZANTE, 1 CONFEZIONE DI FANTA, 10 SCATOLE DI PROSECCO E 1 CONFEZIONE DI BIRRA)","433,13 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"11/06/2025","FATTURA 61/P-RM (RIPARAZIONE IPAD KIAR DI LUNA)","20,00 €","Variabili","VCR Italia snc di Cadei Marco e C.","Gestione","Kiar di Luna","Bonifico","","   "
"11/06/2025","NOTA DI CREDITO VE0001627 A STORNO PARZIALE DELLA FT. RELATIVA AI BERMUDA PER IMPORTO ERRATO","68,77 €","Variabili","Santi eugenio spa","Gestione","Azienda","Bonifico","","   "
"11/06/2025","FATTURA 2025/01735/1415 (GASOLIO)","808,21 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"11/06/2025","FATTURA 324/2025 (GASOLIO PER COLUMBUS)","211,00 €","Fissi","Bogliaco 2000 s.r.l.","Gasolio","Columbus","Bonifico","","   "
"12/06/2025","FATTURA IEE2025007512874 (ABBONAMENTO MENSILE ADOBE CREATIVE CLOUD)","55,84 €","Variabili","Adobe","Gestione","Azienda","Bonifico","","   "
"12/06/2025","FATTURA 537216 (BUONI PASTO DIPENDENTI MAGGIO 2025)","3.128,16 €","Variabili","Edenred Italia srl","Gestione","Azienda","Bonifico","","   "
"12/06/2025","FATTURA 2025/01735/1426 (GASOLIO)","821,34 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"12/06/2025","CAUZIONE DI 9000€ PER AFFITTO CAPANNONE","9.000,00 €","Fissi","Salbag s.r.l.","Cantiere","Azienda","Bonifico","","   "
"12/06/2025","PULIZIE UFFICI","12,00 €","Variabili","Susanna Signori","Ufficio","Azienda","Contante Extra","","   "
"12/06/2025","Affitti giugno e luglio","1.000,00 €","Fissi","Angelica Donati","Gestione","Azienda","Contante Extra","","   "
"12/06/2025","Affitto giugno","450,00 €","Fissi","Daniele Gardone","Gestione","Azienda","Contante Extra","","   "
"15/06/2025","FATTURA V2-271607 (RATA 6 DI 29 CANONE LEASING APPLE DESKTOP IMAC M4 UFFICIO)","63,85 €","Fissi","Banca Ifis APPLE","Gestione","Azienda","Bonifico","","   "
"16/06/2025","F24 BERTOLDI BOATS (PARZIALMENTE COMPENSATO CON ULTIMO CREDITO IVA DI 18017,10€)","10.534,40 €","Fissi","Agenzia delle Entrate","Tasse","Azienda","Bonifico","","   "
"16/06/2025","F24 RIVA BOATS CHARTER","1.555,21 €","Fissi","Agenzia delle Entrate","Tasse","Riva","Bonifico","","   "
"16/06/2025","DEBITO IVA MAGGIO 2025","900,97 €","Fissi","Agenzia delle Entrate","Tasse","Riva","Bonifico","","   "
"16/06/2025","RIMBORSO PER SPESE DI TRASFERTA FUNZIONARIO VISITE TECNICHE","15,68 €","Fissi","Consorzio Salò","Burocrazia","Azienda","Bonifico","","   "
"16/06/2025","FATTURA 211 (10 SEDIE BIANCHE E 1 SEDIA A RUOTE PER UFFICIO 2)","1.188,52 €","Variabili","R.M.S. srl","Ufficio","Azienda","Bonifico","","   "
"16/06/2025","FATTURA 681 (GASOLIO)","957,79 €","Fissi","Garda Garage di Valentini Giuseppe e C. snc","Gasolio","Azienda","Carta di credito/prepagata","","   "
"16/06/2025","FATTURA 224 (LAVORI E TAGLIANDO CANDIDO) > ASPETTARE A PAGARLA","5.088,31 €","Variabili","Domenegoni","Meccanico","Candido","Bonifico","","   "
"16/06/2025","FATTURA 2025/01735/1435 (GASOLIO)","958,48 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"16/06/2025","FATTURA 2025/01735/1440 (GASOLIO)","775,70 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"16/06/2025","FATTURA 32/001 (SERVIZIO DI LAVANDERIA PER DIVISE VARIE)","125,00 €","Variabili","Panato Valeria","Gestione","Azienda","Bonifico","","   "
"16/06/2025","FATTURA 864/02 (EVOLUTIVE 80 ORE) > STORNATA CON NC 50/02 CAUSA ERRATA INTESTAZIONE AI FINI DEL BANDO VOUCHER DIGITALI","3.200,00 €","Variabili","Brain Computing","Sito","Azienda","Bonifico","","   "
"16/06/2025","FATTURA VEN/2025/02360 (2 POMPE PER BECOME)","496,72 €","Variabili","MARCO spa","Acquisto nuovo","Become","Bonifico","","   "
"17/06/2025","OLIO PER TEK VIRGILIO E PENNELLO PER L'APPLICAZIONE","17,62 €","Variabili","Beladelli","Gestione","Virgilio","Contante Extra","","   "
"18/06/2025","4 BIRRE DA MAURO PER TOUR DEL 18/06","12,00 €","Variabili","Bar Ronciani","Cibo e bevande","Azienda","Contante Extra","","   "
"18/06/2025","FATTURA 2025/01735/1462 (GASOLIO)","833,75 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"18/06/2025","FATTURA 2025/01735/1467 (GASOLIO)","1.161,39 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"18/06/2025","FATTURA 2 (PROVVIGIONE AGENZIA PER LOCAZIONE CAPANNONE)","4.300,00 €","Fissi","Eurogarda Commerciale srl","Provvigioni","Azienda","Bonifico","","   "
"18/06/2025","FATTURA 2877949","22,40 €","Fissi","Nexi Payments spa","Sito","Azienda","Bonifico","","   "
"18/06/2025","FATTURA 8 (SPONSORIZZAZIONE STAGIONE 2025 > STORNATA CON NC 1 DEL 26/06 PER INTESTAZIONE ERRATA)","250,00 €","Variabili","Syrmia a.s.d.","Pubblicità","Azienda","Bonifico","","   "
"18/06/2025","FATTURA 559444 (BUONI PASTO CARNAGHI MAGGIO 2025)","211,68 €","Variabili","Edenred Italia srl","Gestione","Riva","Bonifico","","   "
"18/06/2025","GIRANTI E CINGHIE PER IL RIVA > IN ATTESA DELLA FT.","333,77 €","Variabili","Nautica Casarola","Gestione","Riva","Bonifico","","   "
"18/06/2025","FATTURA 337/2025 (GASOLIO PER COLUMBUS DEL 18/06)","223,28 €","Fissi","Bogliaco 2000 s.r.l.","Gasolio","Columbus","Bonifico","","   "
"19/06/2025","FATTURA 1217 (25 CASSE DI NATURALE, 1 CONFEZIONE DI COCA E 1 CONFEZIONE DI FANTA, 20 SCATOLE DI PROSECCO E 1 CONFEZIONE DI BIRRA)","561,79 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"19/06/2025","FATTURA 2025/01735/1489 (GASOLIO)","813,28 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"19/06/2025","FATTURA 2025/01735/1482 (GASOLIO)","1.193,79 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"19/06/2025","PULIZIE UFFICI","12,00 €","Variabili","Susanna Signori","Ufficio","Azienda","Contante Extra","","   "
"19/06/2025","FATTURA 568/FE (RIFORNIMENTO DEL 19/06, SALDATO CON CARTA PREPAGATA DELLA RIVA)","974,39 €","Fissi","Tamoil - Viale Motta 22","Gasolio","Riva","Carta di credito/prepagata","","   "
"20/06/2025","FATTURA 2025F000776226","578,42 €","Fissi","Wind","Gestione","Azienda","Bonifico","","   "
"20/06/2025","FATTURA 46/2025 (AFFITTO CAPANNONE LUGLIO 2025)","3.000,00 €","Fissi","Salbag s.r.l.","Gestione","Azienda","Bonifico","","   "
"22/06/2025","FATTURA 716 (RIFORNIMENTO DEL 22/06)","1.176,29 €","Fissi","Garda Garage di Valentini Giuseppe e C. snc","Gasolio","Riva","Carta di credito/prepagata","","   "
"23/06/2025","RC BELUGA","176,50 €","Fissi","Assicura sas","Gestione","Beluga","Bonifico","","   "
"23/06/2025","RC CANDIDO","220,00 €","Fissi","Assicura sas","Gestione","Candido","Bonifico","","   "
"23/06/2025","FATTURA 33/00 (TAVOLI E LIBRERIA PER UFFICIO 2)","3.000,00 €","Variabili","Cobelli Ivano e Fulvio snc","Ufficio","Azienda","Bonifico","","   "
"23/06/2025","FATTURA IT5005PF3B33DI (ZUCCHERO IN BUSTINE PER UFFICIO)","22,91 €","Variabili","Amazon","Ufficio","Azienda","Bonifico","","   "
"23/06/2025","FATTURA IT25-AEUI-8079140 (PALETTA)","4,59 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"23/06/2025","FATTURA IT25-AEUI-806347 (PALETTA)","4,59 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"23/06/2025","FATTURA IT25-AEUI-8063450 (PALETTA)","4,59 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"23/06/2025","FATTURA IT25-AEUI-8063552 (PALETTA)","4,59 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"23/06/2025","FATTURA IT25-AEUI-8073092 (CARTA IGIENICA PER UFFICIO)","5,50 €","Variabili","Amazon","Ufficio","Azienda","Bonifico","","   "
"23/06/2025","FATTURA 2025/01735/1516 (GASOLIO)","954,53 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"23/06/2025","FATTURA 2025/01735/1524 (GASOLIO)","1.113,50 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"23/06/2025","FATTURA IT25-AEUI-8088193 (SAPONE LIQUIDO, SPUGNE MAGICHE, MOCIO)","50,27 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"23/06/2025","RIMBORSO PER CANONE POSTO BARCA 2025 KIAR DI LUNA PAGATO DA DANIELI","713,50 €","Fissi","Danieli Marco","Burocrazia","Kiar di Luna","Bonifico","","   "
"23/06/2025","Saldo prima tranche","20.000,00 €","Fissi","Danieli Marco","Gestione","Kiar di Luna","Contante Extra","","   "
"23/06/2025","Saldo lavori","900,00 €","Variabili","Anselmo","Cantiere","Kiar di Luna","Contante Extra","","   "
"23/06/2025","Saldo lavori","200,00 €","Variabili","Anselmo","Cantiere","Libera","Contante Extra","","   "
"23/06/2025","Saldo lavori","40,00 €","Variabili","Anselmo","Cantiere","Ghibli","Contante Extra","","   "
"23/06/2025","Saldo lavori","350,00 €","Variabili","Anselmo","Cantiere","Columbus","Contante Extra","","   "
"23/06/2025","Saldo lavori","790,00 €","Variabili","Anselmo","Cantiere","Become","Contante Extra","","   "
"23/06/2025","Saldo lavori","200,00 €","Variabili","Anselmo","Cantiere","Candido","Contante Extra","","   "
"23/06/2025","Saldo lavori","270,00 €","Variabili","Anselmo","Cantiere","Magia","Contante Extra","","   "
"24/06/2025","FATTURA 276042 (CIALDE CAFFÈ PER UFFICIO)","65,57 €","Variabili","Nespresso","Ufficio","Azienda","Bonifico","","   "
"24/06/2025","FATTURA 2025/01735/1535 (GASOLIO)","1.189,07 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"24/06/2025","FATTURA 1256 (1 CONFEZIONE DI COCA COLA, 1 CONFEZIONE DI FANTA, 20 CONFEZIONI DI PROSECCO, 2 CONFEZIONI DI BIRRA)","451,24 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"24/06/2025","FATTURA FE337 (TAGLIANDO COMPLETO RIVA)","1.968,00 €","Fissi","Bellini Nautica spa","Meccanico","Riva","Bonifico","","   "
"24/06/2025","FATTURA 2025/1205V2 (SPEDIZIONE LETTERA PER AUTORIZZAZIONE IN DEROGA GOZZO)","9,51 €","Variabili","Mail Boxes etc","Gestione","Azienda","Bonifico","","   "
"24/06/2025","SPOTIFY GIUGNO 2025","35,98 €","Fissi","Spotify","Gestione","Azienda","Bonifico","","   "
"25/06/2025","FATTURA 2025E239668 (ELETTRICITÀ UFFICIO MAGGIO 2025)","67,58 €","Fissi","Repower","Ufficio","Azienda","Bonifico","","   "
"25/06/2025","FATTURA VEN/1610 (8 CONFEZIONI DI COSTARIPA BRUT CLASSICO)","593,64 €","Variabili","Costaripa","Cibo e bevande","Azienda","Bonifico","","   "
"25/06/2025","FATTURA 2025/01735/1550 (GASOLIO)","1.227,93 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"26/06/2025","FATTURA 241 (TAGLIANDO GHIBLI)","762,79 €","Variabili","Domenegoni","Meccanico","Ghibli","Bonifico","","   "
"26/06/2025","FATTURA 242 (TAGLIANDO L'AURORA)","815,12 €","Variabili","Domenegoni","Meccanico","L'Aurora","Bonifico","","   "
"26/06/2025","MAZZO DI 5 ROSE ROSSE PER TOUR DEL 26/06","40,00 €","Variabili","Lago Fiorito","Gestione","Azienda","Contante Extra","","   "
"26/06/2025","PULIZIE UFFICI","12,00 €","Variabili","Susanna Signori","Ufficio","Azienda","Contante Extra","","   "
"27/06/2025","FATTURA IT5005IMB7TVVI (2 TELECOMANDI PER CANCELLO FURGONE)","15,73 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"27/06/2025","FATTURA 2025/01735/1567 (GASOLIO)","1.177,19 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"27/06/2025","FATTURA 2025/01735/1586 (GASOLIO)","1.221,48 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"27/06/2025","FATTURA IT25-AEUI-8387747 (4 CONFEZIONI DI GUANTI VILEDA)","21,82 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"27/06/2025","FATTURA 95/OJ (CARBURANTE FATTO DA FIZZARDI AL COLUMBUS IL 25/06)","64,24 €","Fissi","Cantiere nautico Feltrinelli","Gasolio","Columbus","Bonifico","","   "
"27/06/2025","FATTURA 239 (TAGLIANDO E LAVORI VIRGILIO)","2.234,14 €","Variabili","Domenegoni","Meccanico","Virgilio","Bonifico","","   "
"27/06/2025","NOTA DI CREDITO 1 A STORNO DELLA FT. 8 DEL 17/06 CAUSA ERRATA INTESTAZIONE","250,00 €","Variabili","Syrmia a.s.d.","Pubblicità","Azienda","Bonifico","","   "
"27/06/2025","FATTURA 1282 (1 CONFEZIONE DI COCA COLA, 25 CONFEZIONI DI ACQUA NATURALE, 6 BOTTIGLIE DI CHARDONNAY PER IL TOUR DI CONSOLINI DEL 04/07)","165,43 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"27/06/2025","FATTURA 567 (2 ESTINTORI IDRICI CON PIANTANA PER I DUE UFFICI)","368,80 €","Fissi","ste.lla","Gestione","Azienda","Bonifico","","   "
"27/06/2025","FATTURA DE50002R7ZQB1I (2 COVER PER IPAD)","45,14 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"28/06/2025","FATTURA 4779 MC (TANICA DI CARBURANTE PAGATA CON CARTA PREPAGATA DELLA MPS)","20,50 €","Fissi","Spazio srls (Distributore Synergy Salò)","Gasolio","Columbus","Carta di credito/prepagata","","   "
"29/06/2025","FATTURA 154 00363 (FRIGO PORTATILE ELETTRICO PER COLUMBUS)","49,17 €","Variabili","Happy Casa","Gestione","Columbus","Contante","","   "
"29/06/2025","OLIO TEAK PER VIRGILIO","13,89 €","Variabili","Obi","Gestione","Virgilio","Contante Extra","","   "
"29/06/2025","FATTURA 374/2025 (CARBURANTE PER COLUMBUS DEL 29/06 PAGATO CON CARTA PREPAGATA MPS)","120,62 €","Fissi","Bogliaco 2000 s.r.l.","Gasolio","Columbus","Carta di credito/prepagata","","   "
"29/06/2025","FATTURA 750 (PIENO DEL 29/06 PAGATO CON CARTA PREPAGATA DELLA RIVA)","1.166,22 €","Fissi","Garda Garage di Valentini Giuseppe e C. snc","Gasolio","Riva","Carta di credito/prepagata","","   "
"29/06/2025","ABBONAMENTO SPOTIFY GIUGNO 2025","17,99 €","Fissi","Spotify","Gestione","Riva","Bonifico","","   "
"30/06/2025","FATTURA 2025-0002686/00 (ACCONTO PER SORVEGLIANZA SANITARIA E REDAZIONE DVR)","1.020,00 €","Fissi","Saef","Formazione e sicurezza","Riva","Bonifico","","   "
"30/06/2025","FATTURA 20250007306315 (ACQUA UFFICIO)","33,50 €","Fissi","Acque Bresciane","Ufficio","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 20250007309620 (ACQUA UFFICIO 2)","42,38 €","Fissi","Acque Bresciane","Ufficio","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 25FVI14693 (ARTICOLI VARI DA CHIEDERE A VALE)","1.143,80 €","Variabili","Osculati","Gestione","","Bonifico","","   "
"30/06/2025","FATTURA 1118 (LIQUIDAZIONE PERIODICA IVA PRIMO TRIMESTRE 2025)","50,00 €","Fissi","Gesta srl","Contabilità","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 470/25 (PUBBLICITÀ SU VISIT DESENZANO 2025)","902,58 €","Variabili","Publimax","Pubblicità","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 32 (PIEGHEVOLI TOUR DI GRUPPO SAN FELICE, VOLANTINI RIVA GHF, STAMPE PER CARTELLO SAN FELICE, VARIO CONSULENZA CREATIVA E PROGETTAZIONE GRAFICA MAGGIO 2025)","860,00 €","Variabili","Logotomica","Grafica","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 131 (STUZZICHINI VARI PER TOUR MAGGIO 2025)","1.344,80 €","Variabili","Forno integrale snc","Cibo e bevande","Azienda","Bonifico","","   "
"30/06/2025","FATTURA FD/2557 (ARTICOLI VARI PER CANTIERE)","19,57 €","Variabili","cima","Cantiere","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 573 (TARGHETTE ALLUMINIO, ADESIVO PROTEZIONE LUCIDA, ADESIVI VARI)","106,00 €","Fissi","Garda incisioni","Grafica","Azienda","Bonifico","","   "
"30/06/2025","SPESE BANCARIE DAL 20/03 AL 30/06","88,63 €","Fissi","Banca BCC","Banca","Riva","Bonifico","","   "
"30/06/2025","FATTURA 2025-0002018/00 (REDAZIONE ED INVIO TELEMATICO ALLEGATO 3B)","70,00 €","Fissi","Saef","Formazione e sicurezza","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 2025/01735/1600 (GASOLIO)","1.227,08 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 2025/01735/1607 (GASOLIO)","1.122,76 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 246 (TAGLIANDO E LAVORI ALLE ELICHE COLUMBUS) > ASPETTARE A PAGARLA","2.967,67 €","Variabili","Domenegoni","Meccanico","Columbus","Bonifico","","   "
"30/06/2025","FATTURA 2025/01735/1608 (GASOLIO FURGONE CADDY)","84,03 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 19 (CONSULENZA GIUGNO 2025)","852,00 €","Variabili","Sarasini Laura","Marketing","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 25FVI11513 (ESTINTORE, KIT SOCCORSO, AMMORTIZZATORE E PRESA USB PER RIVA)","164,80 €","Variabili","Osculati","Gestione","Riva","Bonifico","","   "
"30/06/2025","FATTURA 753 (CARBURANTE DEL 30/06 PAGATO CON CARTA PREPAGATA DELLA BB)","1.216,70 €","Fissi","Garda Garage di Valentini Giuseppe e C. snc","Gasolio","Azienda","Carta di credito/prepagata","","   "
"30/06/2025","FATTURA 25FVI11513 (MANICO OSCULATI E SPAZZOLONE PER CONVERTINO)","17,41 €","Variabili","Osculati","Gestione","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 25FVI11513 (MOLLA ORMEGGIO PER VIRGILIO)","24,28 €","Variabili","Osculati","Gestione","Virgilio","Bonifico","","   "
"30/06/2025","FATTURA 25FVI11513 (AMMORTIZZATORI PER SIRMIONE2)","25,08 €","Variabili","Osculati","Gestione","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 25FVI11513 (DOPPIA TRECCIA, SPAZZOLONI E DILUENTE)","245,25 €","Variabili","Osculati","Gestione","Azienda","Bonifico","","   "
"30/06/2025","FATTURA 25FVI11513 (KIT SOCCORSO PER BECOME)","76,59 €","Variabili","Osculati","Gestione","Become","Bonifico","","   "
"30/06/2025","FATTURA 25FVM0613 (DI COSA SI TRATTA? CHIEDERE A VALE)","202,05 €","Variabili","Osculati","Gestione","","Bonifico","","   "
"30/06/2025","Saldo distribuzione","1.600,00 €","Variabili","Garda Turismo srl","Pubblicità","Azienda","Contante Extra","","   "
"30/06/2025","FATTURA 123048/2025 (LINEA FISSA E CENTRALINO)","229,25 €","Fissi","Intred spa","Gestione","Azienda","Bonifico","","   "
"01/07/2025","FATTURA 2025-SPA31-95 (CARBURANTE COLUMBUS DEL 01/07)","47,88 €","Fissi","Spazio srls (Distributore Synergy Salò)","Gasolio","Columbus","Carta di credito/prepagata","","   "
"01/07/2025","FATTURA 1355 (20 CONFEZIONI DI ACQUA NATURALE, 20 CONFEZIONI DI FRIZZANTE, 1 CONFEZIONE DI COCA COLA E 1 CONFEZIONE DI FANTA)","236,04 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"01/07/2025","FATTURA 6/E (SALDO 2 PIANI DI LEGNO PER SCRIVANIE UFFICIO 2)","1.700,00 €","Fissi","Dosso falegname","Acquisto nuovo","Azienda","Bonifico","","   "
"02/07/2025","FATTURA 325 (CONTROL BOX E POMPA MANUALE PER COLUMBUS)","105,53 €","Variabili","dna marine","Gestione","Columbus","Bonifico","","   "
"02/07/2025","FATTURA 1136 (STAMPANTE BROTHER)","630,00 €","Variabili","System 6 s.r.l.","Acquisto nuovo","Azienda","Bonifico","","   "
"02/07/2025","FATTURA 9 (SPONSORIZZAZIONE ASSOCIAZIONE SPORTIVA DILETTANTISTICA SYRMIA ANNO 2025)","250,00 €","Variabili","Syrmia a.s.d.","Pubblicità","Azienda","Bonifico","","   "
"02/07/2025","FATTURA 2025/01735/1624 (GASOLIO)","782,86 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"02/07/2025","FATTURA 2025/01735/1615 (GASOLIO)","1.226,43 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"02/07/2025","FATTURA 325 (FANALI PER BELUGA)","73,67 €","Variabili","dna marine","Gestione","Beluga","Bonifico","","   "
"02/07/2025","FATTURA 325 (MOSCHETTONI PER GHIBLI)","7,21 €","Variabili","dna marine","Gestione","Ghibli","Bonifico","","   "
"02/07/2025","FATTURA 325 (POMPA PER SAN FELICE)","15,87 €","Variabili","dna marine","Gestione","Ocean","Bonifico","","   "
"02/07/2025","FATTURA 325 (CAVO PER L'AURORA)","159,84 €","Variabili","dna marine","Gestione","L'Aurora","Bonifico","","   "
"02/07/2025","FATTURA 325 (CHIAVE DI RICAMBIO)","4,73 €","Variabili","dna marine","Gestione","Azienda","Bonifico","","   "
"03/07/2025","FATTURA AR01915865","82,50 €","Fissi","Vodafone","Gestione","Azienda","Bonifico","","   "
"03/07/2025","FATTURA 173 (CARBURANTE DEL 3 LUGLIO COLUMBUS, SALDATO CON CARTA PREPAGATA MPS)","237,11 €","Fissi","Tramontana s.r.l. (benzinaio di Manerba)","Gasolio","Columbus","Carta di credito/prepagata","","   "
"03/07/2025","FATTURA 202500832 (TONER NERO E GIALLO)","208,00 €","Variabili","Area Ufficio snc","Ufficio","Azienda","Bonifico","","   "
"03/07/2025","FATTURA 1374 (50 SCATOLE DI PROSECCO MILLESIMATO)","961,38 €","Variabili","Quadri Bevande srl","Cibo e bevande","Azienda","Bonifico","","   "
"03/07/2025","FATTURA B_000297775/2025","19,91 €","Variabili","Easy Park Italia srl","Gestione","Azienda","Bonifico","","   "
"03/07/2025","FATTURA 15400362 (SUPER COLLA E VENTILATORE PER GIACOMO)","66,79 €","Variabili","Happy Casa","","Azienda","Contante","","   "
"03/07/2025","FATTURA IT50044Q4D2FDI (4 MANICI TELESCOPICI PER SCOPE)","33,09 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"03/07/2025","FATTURA IT25-AEUI-8646808 (5 RISME DI CARTA PER STAMPANTE)","19,95 €","Variabili","Amazon","Ufficio","Azienda","Bonifico","","   "
"03/07/2025","FATTURA IT25-AEUI-8657748 (2 TAPPETINI PER MOUSE UFFICI, 5 CONFEZIONI DI SACCHI PER L'IMMONDIZIA)","39,05 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"03/07/2025","FATTURA 2025/01735/1645 (GASOLIO)","1.114,28 €","Fissi","Shveda Lyubov","Gasolio","Azienda","Bonifico","","   "
"03/07/2025","FATTURA IT25-AEUI-8678202 (SPRAY OUST)","3,77 €","Variabili","Amazon","Gestione","Azienda","Bonifico","","   "
"03/07/2025","PULIZIE UFFICIO","12,00 €","Variabili","Susanna Signori","Ufficio","Azienda","Contante Extra","","   "
